uid,block,offset_ms,tol_ms,category,emotion_3408,intent_3408_last,speaker_count_3408_last,emotion_3407,emotion_3409
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,0,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,vowel → consonant,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,20.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,gap → vowel,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,1,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,0,0,1,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,1,0,0,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,0,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,vowel → consonant,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,1,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,0,1,0,0,0
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,12.5,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,consonant → vowel,0,1,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,0,1,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,0,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,1,0,0,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,consonant → vowel,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,1,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,consonant → vowel,0,0,1,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,consonant → vowel,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,vowel → consonant,0,0,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,20.0,other/interior,1,0,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,consonant → vowel,0,1,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,0,0,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,0,1,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,0,0,1,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,0,1,0,0,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,consonant → vowel,1,1,1,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,other/interior,1,1,0,1,1
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,0,1,0,0,0
ex02_confused_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,0.0,40.0,vowel → consonant,1,0,0,0,0
