block,style,default_uid,style_uid,word_index,word,phone_index,phone,default_start,default_end,style_start,style_end,default_duration,style_duration,log_duration_ratio,phone_class,default_relative_db,default_f0,default_asr_3408,default_internal_asr_3408,default_emotion_3408,default_internal_emotion_3408,default_intent_3408_last,default_internal_intent_3408_last,default_speaker_count_3408_last,default_internal_speaker_count_3408_last,default_emotion_3407,default_internal_emotion_3407,default_emotion_3409,default_internal_emotion_3409,style_relative_db,style_f0,style_asr_3408,style_internal_asr_3408,style_emotion_3408,style_internal_emotion_3408,style_intent_3408_last,style_internal_intent_3408_last,style_speaker_count_3408_last,style_internal_speaker_count_3408_last,style_emotion_3407,style_internal_emotion_3407,style_emotion_3409,style_internal_emotion_3409
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,0,did,1,IH1,0.17,0.23,0.22,0.28,0.06,0.060000000000000026,4.440892098500625e-16,vowel,0.7728757274334935,310.94138576988655,1,1,0,0,0,0,0,0,0,0,0,0,-0.18970862013912015,250.72263204332597,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,0,did,2,D,0.23,0.31,0.28,0.35,0.07999999999999999,0.06999999999999995,-0.13353139262452313,stop/affricate,-11.413645813697704,300.34626210811905,1,0,0,0,1,1,0,0,1,1,0,0,-18.07163285189083,235.0532416703429,1,0,0,0,1,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,1,she,0,SH,0.31,0.36,0.35,0.45,0.04999999999999999,0.10000000000000003,0.693147180559946,fricative,-3.0599576968671585,374.66831143833826,1,0,0,0,1,0,1,0,1,0,1,0,-5.524041324145889,309.50075775654756,1,1,1,1,1,1,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,1,she,1,IY1,0.36,0.46,0.45,0.54,0.10000000000000003,0.09000000000000002,-0.1053605156578264,vowel,6.859667650755878,358.63843186548854,2,1,0,0,0,0,0,0,0,0,0,0,3.1793894529850277,293.58976806365854,2,1,0,0,1,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,2,jump,0,JH,0.46,0.55,0.54,0.68,0.09000000000000002,0.14,0.4418327522790391,stop/affricate,-14.457726919304976,277.0301271656492,1,0,1,0,1,0,0,0,1,0,1,0,-9.734050859051802,255.66804068176168,1,0,1,0,1,0,0,0,2,0,1,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,2,jump,1,AH1,0.55,0.64,0.68,0.78,0.08999999999999997,0.09999999999999998,0.10536051565782635,vowel,5.444059725102567,225.91932246301948,1,0,0,0,1,0,1,0,0,0,0,0,0.6531025479804721,224.87725562292806,1,1,0,0,1,1,1,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,2,jump,2,M,0.64,0.7,0.78,0.85,0.05999999999999994,0.06999999999999995,0.15415067982725855,sonorant,-4.461331875459665,224.88422628968252,1,0,1,0,0,0,0,0,0,0,1,0,-2.7258717572107676,258.0760145424534,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,2,jump,3,P,0.7,0.75,0.85,0.91,0.050000000000000044,0.06000000000000005,0.1823215567939546,stop/affricate,-15.652312387932417,221.13403842777626,1,0,1,0,1,0,0,0,1,0,1,0,-8.829188578750122,317.22534389875057,1,1,1,1,1,1,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,3,in,0,IH0,0.75,0.8,0.91,0.94,0.050000000000000044,0.029999999999999916,-0.5108256237659944,vowel,0.2933186804344714,275.9720471851575,1,0,0,0,0,0,1,0,0,0,0,0,0.7409759701822398,301.5540630989917,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,3,in,1,N,0.8,0.84,0.94,0.98,0.039999999999999925,0.040000000000000036,2.8865798640254027e-15,sonorant,-7.137795727135378,259.08743477152507,1,0,0,0,1,0,0,0,0,0,0,0,-0.5841774479408277,279.3725580772505,1,0,0,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,4,a,0,AH0,0.84,0.91,0.98,1.06,0.07000000000000006,0.08000000000000007,0.13353139262452257,vowel,-2.0586052335975658,261.5212301058114,2,0,0,0,0,0,1,0,1,0,0,0,-0.9902165559133274,240.6630411505414,1,1,0,0,1,0,1,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,5,cab,0,K,0.91,1.01,1.06,1.22,0.09999999999999998,0.15999999999999992,0.47000362924573535,stop/affricate,-15.315792555915458,234.08524764837213,1,0,1,0,1,0,1,0,1,0,1,0,-11.267645090890326,517.5040099924879,2,1,1,1,1,1,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,5,cab,1,AE1,1.01,1.21,1.22,1.44,0.19999999999999996,0.21999999999999997,0.09531017980432493,vowel,2.2659778399284383,223.82264211078245,2,2,1,1,2,1,0,0,1,1,1,1,2.2722441481384474,217.1617654133438,3,2,1,1,2,1,0,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,sad,ex02_default_00233,ex02_sad_00233,5,cab,2,B,1.21,1.32,1.44,1.55,0.1100000000000001,0.1100000000000001,0.0,stop/affricate,-17.39828432638528,328.22460592389376,1,0,1,1,0,0,1,1,1,0,1,0,-14.693763924988685,328.60982480230047,0,0,1,0,0,0,1,1,1,0,1,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,0,did,0,D,0.12,0.17,0.13,0.19,0.05000000000000002,0.06,0.18232155679395423,stop/affricate,-20.01450653626105,320.46137168605975,1,0,1,0,1,0,0,0,1,0,0,0,-20.83191427878285,279.5084207240344,1,1,1,1,1,1,0,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,0,did,1,IH1,0.17,0.23,0.19,0.25,0.06,0.06,0.0,vowel,0.7728757274334935,310.94138576988655,1,1,0,0,0,0,0,0,0,0,0,0,4.066961677059421,258.3014207663224,1,1,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,0,did,2,D,0.23,0.31,0.25,0.31,0.07999999999999999,0.06,-0.2876820724517808,stop/affricate,-11.413645813697704,300.34626210811905,1,0,0,0,1,1,0,0,1,1,0,0,-10.926521986476857,216.01592947019822,2,0,0,0,1,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,1,she,0,SH,0.31,0.36,0.31,0.52,0.04999999999999999,0.21000000000000002,1.435084525289323,fricative,-3.0599576968671585,374.66831143833826,1,0,0,0,1,0,1,0,1,0,1,0,-5.208480252404339,,1,1,1,1,1,0,0,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,1,she,1,IY1,0.36,0.46,0.52,0.63,0.10000000000000003,0.10999999999999999,0.09531017980432434,vowel,6.859667650755878,358.63843186548854,2,1,0,0,0,0,0,0,0,0,0,0,0.7756343966824025,262.446449413394,3,1,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,2,jump,0,JH,0.46,0.55,0.63,0.8,0.09000000000000002,0.17000000000000004,0.6359887667199967,stop/affricate,-14.457726919304976,277.0301271656492,1,0,1,0,1,0,0,0,1,0,1,0,-8.153194587160524,197.02167115825668,0,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,2,jump,1,AH1,0.55,0.64,0.8,0.89,0.08999999999999997,0.08999999999999997,0.0,vowel,5.444059725102567,225.91932246301948,1,0,0,0,1,0,1,0,0,0,0,0,4.187926629337363,196.88951942217616,2,1,1,0,2,0,1,0,1,0,2,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,2,jump,2,M,0.64,0.7,0.89,0.97,0.05999999999999994,0.07999999999999996,0.28768207245178135,sonorant,-4.461331875459665,224.88422628968252,1,0,1,0,0,0,0,0,0,0,1,0,-0.5693309972375341,230.99605507439,1,0,1,1,1,1,0,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,2,jump,3,P,0.7,0.75,0.97,1.02,0.050000000000000044,0.050000000000000044,0.0,stop/affricate,-15.652312387932417,221.13403842777626,1,0,1,0,1,0,0,0,1,0,1,0,-11.01640242103539,233.5069170434723,1,0,1,0,1,0,0,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,3,in,0,IH0,0.75,0.8,1.02,1.09,0.050000000000000044,0.07000000000000006,0.3364722366212129,vowel,0.2933186804344714,275.9720471851575,1,0,0,0,0,0,1,0,0,0,0,0,4.307672224097122,258.5270769267186,1,0,0,0,1,0,1,0,0,0,1,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,3,in,1,N,0.8,0.84,1.09,1.13,0.039999999999999925,0.039999999999999813,-2.7755575615628953e-15,sonorant,-7.137795727135378,259.08743477152507,1,0,0,0,1,0,0,0,0,0,0,0,-0.5474390529356636,242.98893912695695,1,0,1,0,0,0,0,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,4,a,0,AH0,0.84,0.91,1.13,1.24,0.07000000000000006,0.1100000000000001,0.4519851237430572,vowel,-2.0586052335975658,261.5212301058114,2,0,0,0,0,0,1,0,1,0,0,0,-2.054900362951593,208.61114019713668,2,1,0,0,1,0,1,1,1,0,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,5,cab,0,K,0.91,1.01,1.37,1.52,0.09999999999999998,0.1499999999999999,0.40546510810816394,stop/affricate,-15.315792555915458,234.08524764837213,1,0,1,0,1,0,1,0,1,0,1,0,-12.936989642397677,,1,1,1,1,1,1,1,1,1,1,1,1
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,5,cab,1,AE1,1.01,1.21,1.52,1.74,0.19999999999999996,0.21999999999999997,0.09531017980432493,vowel,2.2659778399284383,223.82264211078245,2,2,1,1,2,1,0,0,1,1,1,1,1.0372402109915395,210.50577843375413,3,3,2,1,2,2,0,0,1,1,0,0
ex02::DID SHE JUMP IN A CAB,confused,ex02_default_00233,ex02_confused_00233,5,cab,2,B,1.21,1.32,1.74,1.77,0.1100000000000001,0.030000000000000027,-1.2992829841302609,stop/affricate,-17.39828432638528,328.22460592389376,1,0,1,1,0,0,1,1,1,0,1,0,-4.839951570786932,373.06046659309925,1,0,0,0,0,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,0,did,0,D,0.12,0.17,0.13,0.18,0.05000000000000002,0.04999999999999999,-5.551115123125785e-16,stop/affricate,-20.01450653626105,320.46137168605975,1,0,1,0,1,0,0,0,1,0,0,0,5.228145473481222,567.9446922134135,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,0,did,1,IH1,0.17,0.23,0.18,0.23,0.06,0.05000000000000002,-0.18232155679395431,vowel,0.7728757274334935,310.94138576988655,1,1,0,0,0,0,0,0,0,0,0,0,1.5873916274703102,521.0418494543896,0,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,0,did,2,D,0.23,0.31,0.23,0.35,0.07999999999999999,0.11999999999999997,0.4054651081081642,stop/affricate,-11.413645813697704,300.34626210811905,1,0,0,0,1,1,0,0,1,1,0,0,-4.339576920525684,563.4478138830767,2,1,0,0,1,1,0,0,1,1,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,1,she,0,SH,0.31,0.36,0.35,0.58,0.04999999999999999,0.22999999999999998,1.5260563034950494,fricative,-3.0599576968671585,374.66831143833826,1,0,0,0,1,0,1,0,1,0,1,0,6.591480544588927,,3,2,1,1,2,1,1,1,1,1,1,1
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,1,she,1,IY1,0.36,0.46,0.58,0.61,0.10000000000000003,0.030000000000000027,-1.2039728043259355,vowel,6.859667650755878,358.63843186548854,2,1,0,0,0,0,0,0,0,0,0,0,-1.9948428084856116,536.8178716153453,1,0,0,0,0,0,0,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,2,jump,0,JH,0.46,0.55,0.61,0.75,0.09000000000000002,0.14,0.4418327522790391,stop/affricate,-14.457726919304976,277.0301271656492,1,0,1,0,1,0,0,0,1,0,1,0,0.034192072735590176,,1,0,1,0,1,0,1,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,2,jump,1,AH1,0.55,0.64,0.75,0.82,0.08999999999999997,0.06999999999999995,-0.2513144282809065,vowel,5.444059725102567,225.91932246301948,1,0,0,0,1,0,1,0,0,0,0,0,2.14362670334965,,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,2,jump,2,M,0.64,0.7,0.82,0.85,0.05999999999999994,0.030000000000000027,-0.6931471805599435,sonorant,-4.461331875459665,224.88422628968252,1,0,1,0,0,0,0,0,0,0,1,0,-4.549202664860711,557.4917816164607,1,0,0,0,1,0,0,0,0,0,1,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,2,jump,3,P,0.7,0.75,0.85,1.03,0.050000000000000044,0.18000000000000005,1.2809338454620638,stop/affricate,-15.652312387932417,221.13403842777626,1,0,1,0,1,0,0,0,1,0,1,0,-0.37320779489791456,541.6459248509614,3,2,2,1,2,1,1,1,3,1,1,1
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,3,in,0,IH0,0.75,0.8,1.03,1.06,0.050000000000000044,0.030000000000000027,-0.5108256237659907,vowel,0.2933186804344714,275.9720471851575,1,0,0,0,0,0,1,0,0,0,0,0,-4.834452036400164,,0,0,1,0,0,0,0,0,0,0,1,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,3,in,1,N,0.8,0.84,1.06,1.09,0.039999999999999925,0.030000000000000027,-0.2876820724517781,sonorant,-7.137795727135378,259.08743477152507,1,0,0,0,1,0,0,0,0,0,0,0,-4.483765802575669,,1,0,0,0,1,0,1,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,4,a,0,AH0,0.84,0.91,1.09,1.12,0.07000000000000006,0.030000000000000027,-0.8472978603872037,vowel,-2.0586052335975658,261.5212301058114,2,0,0,0,0,0,1,0,1,0,0,0,-2.940635079673189,435.51814195267747,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,5,cab,0,K,0.91,1.01,1.12,1.41,0.09999999999999998,0.2899999999999998,1.0647107369924278,stop/affricate,-15.315792555915458,234.08524764837213,1,0,1,0,1,0,1,0,1,0,1,0,-1.0499112936270383,482.5512377940027,2,2,2,1,2,2,1,1,2,2,2,1
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,5,cab,1,AE1,1.01,1.21,1.41,1.44,0.19999999999999996,0.030000000000000027,-1.8971199848858802,vowel,2.2659778399284383,223.82264211078245,2,2,1,1,2,1,0,0,1,1,1,1,-3.6236944668590247,,0,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,whisper,ex02_default_00233,ex02_whisper_00233,5,cab,2,B,1.21,1.32,1.44,1.47,0.1100000000000001,0.030000000000000027,-1.2992829841302609,stop/affricate,-17.39828432638528,328.22460592389376,1,0,1,1,0,0,1,1,1,0,1,0,-4.983823754426488,,1,0,0,0,1,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,0,did,0,D,0.12,0.17,0.12,0.18,0.05000000000000002,0.06,0.18232155679395423,stop/affricate,-20.01450653626105,320.46137168605975,1,0,1,0,1,0,0,0,1,0,0,0,-14.014002087899499,,0,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,0,did,1,IH1,0.17,0.23,0.18,0.28,0.06,0.10000000000000003,0.5108256237659909,vowel,0.7728757274334935,310.94138576988655,1,1,0,0,0,0,0,0,0,0,0,0,2.542405392294296,226.9130503012303,2,1,1,0,2,0,0,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,0,did,2,D,0.23,0.31,0.28,0.36,0.07999999999999999,0.07999999999999996,-3.33066907387547e-16,stop/affricate,-11.413645813697704,300.34626210811905,1,0,0,0,1,1,0,0,1,1,0,0,-5.493805936663886,215.9228233777352,2,1,0,0,1,0,0,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,1,she,0,SH,0.31,0.36,0.36,0.52,0.04999999999999999,0.16000000000000003,1.1631508098056813,fricative,-3.0599576968671585,374.66831143833826,1,0,0,0,1,0,1,0,1,0,1,0,-3.2833532950459676,,1,1,1,1,1,0,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,1,she,1,IY1,0.36,0.46,0.52,0.66,0.10000000000000003,0.14,0.33647223662121273,vowel,6.859667650755878,358.63843186548854,2,1,0,0,0,0,0,0,0,0,0,0,-0.8965130755140711,303.21797124470527,3,2,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,2,jump,0,JH,0.46,0.55,0.81,1.01,0.09000000000000002,0.19999999999999996,0.7985076962177711,stop/affricate,-14.457726919304976,277.0301271656492,1,0,1,0,1,0,0,0,1,0,1,0,-8.139942691218195,219.8624028446102,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,2,jump,1,AH1,0.55,0.64,1.01,1.14,0.08999999999999997,0.1299999999999999,0.3677247801253169,vowel,5.444059725102567,225.91932246301948,1,0,0,0,1,0,1,0,0,0,0,0,5.625160303191236,196.05473941549923,1,1,1,0,1,1,1,0,0,0,1,1
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,2,jump,2,M,0.64,0.7,1.14,1.24,0.05999999999999994,0.10000000000000009,0.5108256237659926,sonorant,-4.461331875459665,224.88422628968252,1,0,1,0,0,0,0,0,0,0,1,0,-9.653324579108673,226.4184703000602,2,1,1,1,1,0,0,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,2,jump,3,P,0.7,0.75,1.24,1.32,0.050000000000000044,0.08000000000000007,0.47000362924573563,stop/affricate,-15.652312387932417,221.13403842777626,1,0,1,0,1,0,0,0,1,0,1,0,-18.968972223949425,,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,3,in,0,IH0,0.75,0.8,1.32,1.39,0.050000000000000044,0.06999999999999984,0.3364722366212097,vowel,0.2933186804344714,275.9720471851575,1,0,0,0,0,0,1,0,0,0,0,0,5.443161280426408,265.65214025995874,1,1,0,0,0,0,1,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,3,in,1,N,0.8,0.84,1.39,1.44,0.039999999999999925,0.050000000000000044,0.2231435513142126,sonorant,-7.137795727135378,259.08743477152507,1,0,0,0,1,0,0,0,0,0,0,0,-5.830746303370478,252.5292661566692,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,5,cab,0,K,0.91,1.01,1.51,1.62,0.09999999999999998,0.1100000000000001,0.09531017980432595,stop/affricate,-15.315792555915458,234.08524764837213,1,0,1,0,1,0,1,0,1,0,1,0,-15.115616830849426,301.9026324946645,1,0,0,0,0,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,5,cab,1,AE1,1.01,1.21,1.62,1.91,0.19999999999999996,0.2899999999999998,0.37156355643248257,vowel,2.2659778399284383,223.82264211078245,2,2,1,1,2,1,0,0,1,1,1,1,0.6447182667617951,215.91448309548832,5,3,2,1,4,2,1,0,2,1,2,1
ex02::DID SHE JUMP IN A CAB,laughing,ex02_default_00233,ex02_laughing_00233,5,cab,2,B,1.21,1.32,1.91,1.94,0.1100000000000001,0.030000000000000027,-1.2992829841302609,stop/affricate,-17.39828432638528,328.22460592389376,1,0,1,1,0,0,1,1,1,0,1,0,-4.703662781005472,342.784464327233,0,0,1,0,0,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,0,did,0,D,0.12,0.17,0.12,0.17,0.05000000000000002,0.05000000000000002,0.0,stop/affricate,-20.01450653626105,320.46137168605975,1,0,1,0,1,0,0,0,1,0,0,0,-17.021977950471513,,1,0,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,0,did,1,IH1,0.17,0.23,0.17,0.27,0.06,0.1,0.5108256237659907,vowel,0.7728757274334935,310.94138576988655,1,1,0,0,0,0,0,0,0,0,0,0,2.428208455370267,220.542205541832,2,1,0,0,1,1,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,0,did,2,D,0.23,0.31,0.27,0.35,0.07999999999999999,0.07999999999999996,-3.33066907387547e-16,stop/affricate,-11.413645813697704,300.34626210811905,1,0,0,0,1,1,0,0,1,1,0,0,-6.995308051720562,184.671083949361,1,1,0,0,1,1,0,0,1,1,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,1,she,0,SH,0.31,0.36,0.35,0.49,0.04999999999999999,0.14,1.0296194171811586,fricative,-3.0599576968671585,374.66831143833826,1,0,0,0,1,0,1,0,1,0,1,0,-4.852061228319908,,1,1,1,1,1,1,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,1,she,1,IY1,0.36,0.46,0.49,0.61,0.10000000000000003,0.12,0.18232155679395423,vowel,6.859667650755878,358.63843186548854,2,1,0,0,0,0,0,0,0,0,0,0,-0.6989789544605971,222.68690467130978,2,2,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,2,jump,0,JH,0.46,0.55,0.61,0.8,0.09000000000000002,0.19000000000000006,0.7472144018302211,stop/affricate,-14.457726919304976,277.0301271656492,1,0,1,0,1,0,0,0,1,0,1,0,-9.38032396867901,165.2444882550978,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,2,jump,1,AH1,0.55,0.64,0.8,0.93,0.08999999999999997,0.13,0.3677247801253178,vowel,5.444059725102567,225.91932246301948,1,0,0,0,1,0,1,0,0,0,0,0,2.109243640121136,174.23221092533316,2,1,2,1,2,1,1,0,1,0,2,1
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,2,jump,2,M,0.64,0.7,0.93,1.01,0.05999999999999994,0.07999999999999996,0.28768207245178135,sonorant,-4.461331875459665,224.88422628968252,1,0,1,0,0,0,0,0,0,0,1,0,-3.2308664430370744,200.14008316985684,1,1,1,1,1,0,0,0,1,0,1,1
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,2,jump,3,P,0.7,0.75,1.01,1.09,0.050000000000000044,0.08000000000000007,0.47000362924573563,stop/affricate,-15.652312387932417,221.13403842777626,1,0,1,0,1,0,0,0,1,0,1,0,-16.94700927817465,272.545288435138,1,0,1,0,1,0,1,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,3,in,0,IH0,0.75,0.8,1.09,1.17,0.050000000000000044,0.07999999999999985,0.47000362924573286,vowel,0.2933186804344714,275.9720471851575,1,0,0,0,0,0,1,0,0,0,0,0,-0.46641519353092664,266.5517474830547,1,0,0,0,0,0,0,0,0,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,3,in,1,N,0.8,0.84,1.17,1.24,0.039999999999999925,0.07000000000000006,0.5596157879354254,sonorant,-7.137795727135378,259.08743477152507,1,0,0,0,1,0,0,0,0,0,0,0,-3.4046088795170752,262.7910695644262,1,1,1,0,1,0,0,0,1,0,1,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,4,a,0,AH0,0.84,0.91,1.24,1.32,0.07000000000000006,0.08000000000000007,0.13353139262452257,vowel,-2.0586052335975658,261.5212301058114,2,0,0,0,0,0,1,0,1,0,0,0,-1.628425502690066,289.03922942128486,2,1,1,0,1,0,1,0,1,0,0,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,5,cab,0,K,0.91,1.01,1.32,1.45,0.09999999999999998,0.1299999999999999,0.2623642644674904,stop/affricate,-15.315792555915458,234.08524764837213,1,0,1,0,1,0,1,0,1,0,1,0,-18.41496016541631,299.42926278931805,2,0,2,0,2,0,0,0,2,0,2,0
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,5,cab,1,AE1,1.01,1.21,1.45,1.72,0.19999999999999996,0.27,0.3001045924503383,vowel,2.2659778399284383,223.82264211078245,2,2,1,1,2,1,0,0,1,1,1,1,1.214362648120879,291.7231527106243,3,3,1,1,2,2,1,0,1,1,1,1
ex02::DID SHE JUMP IN A CAB,enunciated,ex02_default_00233,ex02_enunciated_00233,5,cab,2,B,1.21,1.32,1.72,1.84,0.1100000000000001,0.1200000000000001,0.0870113769896297,stop/affricate,-17.39828432638528,328.22460592389376,1,0,1,1,0,0,1,1,1,0,1,0,-18.96046066983779,296.56936284984033,1,0,1,0,1,0,1,0,1,0,1,0
ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,happy,ex02_default_00355,ex02_happy_00355,1,the,0,DH,0.39,0.43,0.43,0.46,0.03999999999999998,0.030000000000000027,-0.28768207245177957,fricative,-3.749321065175564,309.99132397790265,1,0,1,0,1,0,1,0,1,0,1,0,-1.8778311109274457,383.6135513830843,1,0,1,0,1,0,1,0,1,0,0,0
ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,happy,ex02_default_00355,ex02_happy_00355,1,the,1,AH0,0.43,0.48,0.46,0.5,0.04999999999999999,0.03999999999999998,-0.22314355131421,vowel,-1.3383427253342632,253.2125226699919,1,0,0,0,0,0,0,0,0,0,0,0,-1.045120504597554,318.76275645380514,0,0,0,0,0,0,0,0,0,0,0,0
